Timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal_Attack,ATT_FLAG
2015-12-28 10:16:40,2.559331,655.9528,2,1,1,262.5288,8.461164,315.8165,0,1,1,1,1,1,1,1,2.010372,0,1011.159,1,1,1,1,1,1,148.808,155.0115,1.717105,910.1512,1,2,1,1,2,7.87798,144.2451,263.1056,12.15073,1.728659,1.281798,0.7351407,0.3084265,2,1,250.4967,1.730048,189.4546,0.000128152,1,1,1,Normal,0
2015-12-28 10:18:20,2.543317,704.1945,2,1,1,262.5288,8.461164,316.4829,0,1,1,1,1,1,1,1,2.010372,0,1010.839,1,1,1,1,1,1,148.808,154.5757,1.714158,875.9293,1,2,1,1,2,7.879262,143.5529,263.0095,12.07383,1.724173,1.28167,0.7353967,0.3074656,2,1,250.3204,1.649953,188.974,0.000128152,1,1,1,Normal,0
2015-12-28 10:20:00,2.542356,752.3184,2,1,1,262.5288,8.464369,317.0982,0,1,1,1,1,1,1,1,2.010372,0.000256221,1010.959,1,1,1,1,1,1,148.808,154.5501,1.715439,841.8226,1,2,1,1,2,7.87798,143.5786,263.0095,12.07383,1.725968,1.253619,0.7352687,0.3070813,2,1,250.4326,1.69801,189.1983,0.000128152,1,1,1,Normal,0
2015-12-28 10:21:40,2.544278,801.8161,0,1,1,262.5609,8.464369,317.6878,0,1,1,1,1,1,1,1,2.010372,0.000256221,1010.558,1,1,1,1,1,1,148.808,153.6785,1.717746,808.5619,1,2,1,1,2,7.87798,143.0403,263.0095,12.07383,1.726993,1.289996,0.7353967,0.3082983,2,1,250.3525,1.681991,189.2624,0.000128152,1,1,1,Normal,0
2015-12-28 10:23:20,0,813.1209,1,1,1,262.5609,8.46501,318.1748,0,1,1,1,1,1,1,1,19.81561,2.218621,985.2042,1,2,1,1,1,2,148.808,153.4991,1.711466,778.2235,1,2,1,1,2,7.87798,142.707,263.1056,12.11228,1.724045,1.259383,0.7351407,0.3083624,2,1,249.984,1.681991,188.7817,0.000128152,1,1,1,Normal,0
2015-12-28 10:25:00,0,815.7901,1,1,1,262.5609,8.464369,318.6363,0,1,1,1,1,1,1,1,19.85082,2.212728,941.5054,1,2,1,1,1,2,148.808,153.5504,1.711338,789.0284,1,2,1,1,2,7.876378,142.5276,263.1377,12.11228,1.721738,1.291277,0.7352687,0.3093233,2,1,250.1602,1.665972,189.006,0.000128152,1,1,1,Normal,0
2015-12-28 10:26:40,0,814.2985,1,1,1,262.4648,8.467573,319.072,0,1,1,1,1,1,1,1,19.7964,2.212856,898.8481,1,2,1,1,1,2,148.808,153.858,1.7098,797.6416,1,2,1,1,2,7.877339,143.0403,262.8172,12.07383,1.720969,1.291533,0.7351407,0.3084265,2,1,249.9359,1.665972,188.8779,0.000128152,1,1,1,Normal,0
2015-12-28 10:28:20,0,814.8873,1,1,1,262.625,8.46533,319.5334,0,1,1,1,1,1,1,1,19.70357,2.214265,854.9491,1,2,1,1,1,2,148.808,154.1912,1.711595,804.6014,1,2,1,1,2,7.876058,143.2197,262.3366,12.11228,1.723661,1.282439,0.7353967,0.3084905,2,1,249.984,1.681991,188.8458,0.000128152,1,1,1,Normal,0
2015-12-28 10:30:00,2.600967,520.9626,2,2,1,261.119,8.939247,491.5663,2.463973,2,1,1,2,1,2,1,19.88604,2.21734,986.8464,1,2,1,1,1,2,0,191.7457,1.703777,996.7444,1,2,1,1,2,7.845296,177.98,270.4755,11.88157,1.717252,1.25554,0.7389815,0.3082983,2,1,254.5501,1.057252,193.5241,6.41e-05,1,1,1,Attack,1
2015-12-28 10:31:40,2.454601,539.5292,2,1,1,261.119,8.527813,504.7424,0,1,1,1,1,1,1,1,2.400922,0,1010.078,1,1,1,1,1,1,0,191.8226,1.709031,983.4401,1,2,1,1,2,7.846578,178.0056,270.3794,11.68931,1.714176,1.292174,0.7392376,0.3082983,2,1,254.3579,1.041233,193.444,6.41e-05,1,1,1,Attack,1
2015-12-28 10:33:20,2.463248,588.2418,2,1,1,261.2151,8.518842,490.182,0,1,1,1,1,1,1,1,2.400922,0,1009.757,1,1,1,1,1,1,0,191.4381,1.707109,950.6409,1,2,1,1,2,7.846578,177.8775,270.3474,11.68931,1.71456,1.258486,0.741286,0.3093873,2,1,254.1976,1.169384,193.2677,6.41e-05,1,1,1,Attack,1
2015-12-28 10:35:00,2.527944,638.9957,2,1,1,261.2151,8.504422,485.4909,0,1,1,1,1,1,1,1,2.365708,0,1009.677,1,1,1,1,1,1,0,191.2587,1.703905,917.6108,1,2,1,1,2,7.848501,177.2879,270.3474,11.65086,1.712638,1.261432,0.741158,0.3103481,2,1,253.685,1.041233,192.7711,6.41e-05,1,1,1,Attack,1
2015-12-28 10:36:40,2.613778,684.7251,2,1,1,261.2151,8.493848,482.2353,0,1,1,1,1,1,1,1,2.365708,0,1009.877,1,1,1,1,1,1,0,190.6691,1.701727,884.3886,1,2,1,1,2,7.846899,176.9803,270.3153,11.65086,1.710587,1.271295,0.741286,0.3102841,2,1,253.5568,1.057252,192.6589,6.41e-05,1,1,1,Attack,1
2015-12-28 10:38:20,2.653172,732.5742,2,1,1,261.3432,8.484555,479.5437,0,1,1,1,1,1,1,1,2.365708,0,1009.637,1,1,1,1,1,1,0,190.5665,1.70429,850.5896,1,2,1,1,2,7.850103,176.647,270.3153,11.68931,1.711228,1.270398,0.7392376,0.3103481,2,1,253.5888,1.08929,192.723,6.41e-05,1,1,1,Attack,1
2015-12-28 10:40:00,2.581751,785.7225,2,1,1,261.3432,8.484235,477.2879,0,1,1,1,1,1,1,1,2.36891,0,1010.038,1,1,1,1,1,1,0,189.7975,1.69942,816.2907,1,2,1,1,2,7.849142,176.0831,270.4114,11.76621,1.70969,1.292046,0.7393656,0.3105403,2,1,253.4286,1.041233,192.8192,6.41e-05,1,1,1,Attack,1
2015-12-28 10:41:40,0,813.9059,1,1,1,261.3432,8.482954,475.2371,0,1,1,1,1,1,1,1,11.85415,2.249367,999.0227,1,2,1,2,1,2,0,189.5668,1.69737,783.1838,1,2,1,1,2,7.846578,175.6473,270.3794,11.72776,1.70687,1.280902,0.741158,0.3112449,2,1,253.0281,1.041233,192.1783,6.41e-05,1,1,1,Attack,1
2015-12-28 10:43:20,0,812.4536,1,1,1,261.4394,8.480391,472.9557,0,1,1,1,1,1,1,1,19.83802,2.218621,955.6844,1,2,1,1,1,2,0,189.4642,1.699164,782.7993,1,2,1,1,2,7.849142,175.4935,270.3794,11.84312,1.707767,1.271679,0.7396217,0.3103481,2,1,252.964,1.025214,192.0982,0.0001281517,1,1,1,Attack,1
2015-12-28 10:45:00,0,868.5065,1,2,1,262.3366,8.396757,329.1464,2.453337,2,1,1,2,1,2,1,19.75479,2.205554,836.5644,1,2,1,1,1,2,148.808,155.3961,1.718515,882.6583,1,2,1,1,2,7.874135,144.6296,261.3432,11.92002,1.726224,1.291789,0.7352687,0.3082983,2,1,250.016,1.810143,188.958,0.000128152,1,1,1,Normal,0
2015-12-28 10:46:40,0,820.9714,1,2,1,262.2404,8.396757,329.0182,2.449236,2,1,1,2,1,2,1,19.70037,2.206835,840.8101,1,2,1,1,1,2,148.808,155.5242,1.716464,892.4635,1,2,1,1,2,7.874455,144.4501,261.3432,12.07383,1.724942,1.279109,0.7351407,0.3082983,2,1,249.984,1.746067,188.8618,0.000128152,1,1,1,Normal,0
2015-12-28 10:48:20,0,774.2214,1,2,1,262.3045,8.396116,328.7618,2.446032,2,1,1,2,1,2,1,19.70357,2.209525,847.2187,1,2,1,1,1,2,148.808,155.5242,1.718002,900.6537,1,2,1,1,2,7.873815,144.8347,261.2471,12.07383,1.729172,1.290637,0.7351407,0.3084265,2,1,249.9519,1.665972,188.8939,0.000128152,1,1,1,Normal,0
2015-12-28 10:50:00,0,722.2507,1,2,1,262.3045,8.398039,328.6593,2.44616,2,1,1,2,1,2,1,19.81241,2.210037,850.463,1,2,1,1,1,2,148.808,155.5242,1.715952,907.1136,1,2,1,1,2,7.873815,144.527,261.0228,12.03538,1.728659,1.283592,0.7352687,0.3084265,2,1,250,1.617916,188.8458,0.000128152,1,1,1,Normal,0
2015-12-28 10:51:40,0,750.7482,1,2,1,261.2471,8.345809,476.5188,2.478839,2,1,1,2,1,1,1,19.75479,2.209013,795.9498,1,2,1,1,1,2,0,190.7972,1.703137,825.2499,1,2,1,1,2,7.845937,176.8265,269.6104,11.65086,1.710843,1.263738,0.741158,0.3084265,2,1,253.6369,1.057252,192.723,6.41e-05,1,1,1,Attack,1
2015-12-28 10:53:20,0,700.6617,1,2,1,261.3432,8.342284,469.8026,2.472944,2,1,1,2,1,1,1,19.84442,2.20581,802.078,1,2,1,1,1,2,0,190.8485,1.701086,833.8246,1,2,1,1,2,7.844976,176.9546,269.4501,11.68931,1.707126,1.282439,0.740902,0.3092592,2,1,253.5087,1.041233,192.5628,6.41e-05,1,1,1,Attack,1
2015-12-28 10:55:00,0,651.635,1,2,1,261.2151,8.343566,462.9582,2.467049,2,1,1,2,1,1,1,19.81241,2.206322,806.9646,1,2,1,1,1,2,0,190.951,1.701342,841.4381,1,2,1,1,2,7.844015,177.2879,269.4181,11.68931,1.708152,1.292174,0.741286,0.3104122,2,1,253.4286,1.009195,192.4827,6.41e-05,1,1,1,Attack,1
2015-12-28 10:56:40,0,604.3354,1,2,1,261.2151,8.336837,457.011,2.46282,2,1,1,2,1,1,1,19.82201,2.209269,813.7737,1,2,1,1,1,2,0,190.7203,1.699548,850.4742,1,2,1,1,2,7.844015,177.2366,268.9374,11.65086,1.713791,1.270783,0.7396217,0.3084265,2,1,253.9413,1.025214,193.0435,6.41e-05,1,1,1,Attack,1
2015-12-28 10:58:20,0,557.0359,1,2,1,261.183,8.341964,451.3458,2.466536,2,1,1,2,1,1,1,19.82201,2.209653,817.3786,1,2,1,1,1,2,0,190.7203,1.706212,857.0495,1,2,1,1,2,7.84081,177.211,269.0336,11.57396,1.715201,1.28167,0.74103,0.3098997,2,1,253.9253,1.057252,193.0274,6.41e-05,1,1,1,Attack,1
2015-12-28 11:00:00,2.428338,492.7399,2,2,1,262.3045,8.379133,329.0438,2.424887,2,1,1,2,1,2,1,19.70677,2.21055,951.9194,1,2,1,1,1,2,148.808,155.2679,1.717874,893.0018,1,2,1,1,2,7.87766,144.6296,267.3353,12.30454,1.728275,1.273857,0.7352687,0.3084905,2,1,250.1602,1.681991,189.022,0.000128152,1,1,1,Normal,0
2015-12-28 11:01:40,2.460366,494.153,2,2,1,262.3686,8.380415,329.0438,2.423734,2,1,1,2,1,2,1,19.76759,2.211959,956.4855,1,2,1,1,1,2,148.808,155.191,1.717489,899.0002,1,2,1,1,2,7.87798,144.2451,266.7265,12.41989,1.727506,1.283592,0.7352687,0.3068891,2,1,250.1923,1.762086,189.0861,0.000128152,1,1,1,Normal,0
2015-12-28 11:03:20,2.491112,494.31,2,2,1,262.3686,8.381697,328.89,2.425272,2,1,1,2,1,2,1,19.64594,2.21055,960.2106,1,2,1,1,1,2,148.808,155.2935,1.719156,909.2668,1,2,1,1,2,7.87798,144.4501,266.5663,12.30454,1.73071,1.291918,0.7352687,0.3066329,2,1,250.0641,1.681991,188.8779,0.000128152,1,1,1,Normal,0
2015-12-28 11:05:00,2.540115,497.2147,2,2,1,262.4968,8.380735,328.9156,2.424246,2,1,1,2,1,2,1,19.55631,2.21055,964.6165,1,2,1,1,1,2,148.808,155.6011,1.716849,915.1115,1,2,1,1,2,7.87798,144.5014,266.3419,12.34299,1.725583,1.282439,0.7353967,0.3084905,2,1,249.984,1.649953,188.958,0.000128152,1,1,1,Normal,0
2015-12-28 11:06:40,2.495596,500.1979,2,2,1,262.657,8.381056,328.6593,2.425272,2,1,1,2,1,2,1,19.56591,2.209909,969.6633,1,2,1,1,1,2,148.808,155.473,1.717874,921.2253,1,2,1,1,2,7.877019,144.9116,265.9254,12.30454,1.726096,1.256052,0.7353967,0.3084905,2,1,250.016,1.69801,188.974,0.000128152,1,1,1,Normal,0
2015-12-28 11:08:20,2.469654,503.4166,2,2,1,262.657,8.383619,328.6593,2.422709,2,1,1,2,1,2,1,19.7804,2.212856,974.5898,1,2,1,1,1,2,148.808,155.0884,1.717746,929.6847,1,2,1,1,2,7.877339,144.7321,265.7652,12.34299,1.724045,1.268221,0.7353967,0.3084905,2,1,249.5834,1.730048,188.5734,0.000128152,1,1,1,Normal,0
2015-12-28 11:10:00,2.428338,504.2409,2,2,1,262.7852,8.38426,328.5312,2.419889,2,1,1,2,1,2,1,19.66835,2.209397,976.2321,1,2,1,1,1,2,148.808,155.4217,1.71813,937.0674,1,2,1,1,2,7.877339,144.6039,265.4127,12.34299,1.728531,1.308185,0.7352687,0.3082983,2,1,249.7597,1.730048,188.7176,0.000128152,1,1,1,Normal,0
2015-12-28 11:11:40,2.619543,503.2596,2,2,1,262.7211,8.380415,328.5312,2.425015,2,1,1,2,1,2,1,19.73878,2.209397,983.3616,1,2,1,1,1,2,148.808,155.3448,1.717361,947.4109,1,2,1,1,2,7.877339,144.8347,265.2525,12.34299,1.724942,1.29243,0.7352687,0.3084905,2,1,249.5995,1.681991,188.6856,0.000128152,1,1,1,Normal,0
2015-12-28 11:13:20,2.633956,507.8129,2,2,1,262.8493,8.380735,328.5312,2.425528,2,1,1,2,1,2,1,19.70677,2.213496,985.8851,1,2,1,1,1,2,148.808,155.4217,1.717105,954.0246,1,2,1,1,2,7.877339,144.7834,264.868,12.45834,1.725711,1.272704,0.7352687,0.3070813,2,1,249.5834,1.617916,188.5254,0.000128152,1,1,1,Normal,0
2015-12-28 11:15:00,2.653813,508.127,2,2,1,262.8493,8.382017,328.4286,2.423349,2,1,1,2,1,2,1,19.68436,2.214265,991.8531,1,2,1,1,1,2,148.808,155.2935,1.720693,961.715,1,2,1,1,2,7.877339,144.7834,264.8039,12.30454,1.731351,1.291405,0.7351407,0.3065048,2,1,250.1923,1.778105,189.0861,0.000128152,1,1,1,Normal,0
2015-12-28 11:16:40,2.645806,511.3064,2,2,1,262.8813,8.380735,328.403,2.425784,2,1,1,2,1,2,1,19.68436,2.212728,995.8184,1,2,1,1,1,2,148.808,155.5242,1.717489,970.1743,1,2,1,1,2,7.877339,144.6296,264.5796,12.34299,1.730582,1.276547,0.7353967,0.3082983,2,1,249.4553,1.617916,188.4613,0.000256304,1,1,1,Normal,0
2015-12-28 11:18:20,2.433142,520.5308,2,1,1,262.9774,8.404768,321.9174,0.0002563035,1,1,1,1,1,1,1,19.75479,2.212984,998.3418,1,2,1,1,1,2,148.808,155.3961,1.720309,977.5186,1,2,1,1,2,7.879262,144.7065,264.2592,12.34299,1.730454,1.273601,0.7353967,0.3070813,2,1,250,1.778105,188.7977,0.000256304,1,1,1,Normal,0
2015-12-28 11:20:00,2.470614,566.8098,2,1,1,263.2018,8.4429,315.7652,0,1,1,1,1,1,1,1,19.77079,2.212984,956.6858,1,2,1,1,1,2,148.808,155.2679,1.719924,984.2861,1,2,1,1,2,7.880544,144.4758,264.2592,12.30454,1.731223,1.312028,0.7352687,0.3065689,2,1,250.016,1.746067,189.0541,6.41e-05,1,1,1,Normal,0
2015-12-28 11:21:40,2.464209,574.0323,2,1,1,263.3299,8.446424,316.3291,0,1,1,1,1,1,1,1,19.70037,2.213496,913.7081,1,2,1,1,1,2,148.808,155.0372,1.721975,992.7454,1,2,1,1,2,7.880223,144.6039,264.131,12.34299,1.731351,1.300884,0.7353967,0.3066329,2,1,250.1602,1.69801,188.958,0.000256304,1,1,1,Normal,0
2015-12-28 11:23:20,2.621145,508.441,2,2,1,261.3753,8.328185,447.5775,2.462948,2,1,1,2,1,1,1,19.67476,2.216187,938.3011,1,2,1,1,1,2,0,190.8485,1.70634,916.6496,1,2,1,1,2,7.838888,177.211,272.9108,11.76621,1.71456,1.271935,0.74103,0.3081062,2,1,254.4059,1.025214,193.4119,0,1,1,1,Attack,1
2015-12-28 11:25:00,2.648048,512.6803,2,2,1,261.3753,8.33203,442.0661,2.461282,2,1,1,2,1,1,1,19.69076,2.213881,944.7898,1,2,1,1,1,2,0,190.9254,1.700445,923.5324,1,2,1,1,2,7.840169,177.1853,272.5904,11.76621,1.711612,1.29307,0.7393656,0.3106043,2,1,253.9093,0.9771569,193.0274,0,1,1,1,Attack,1
2015-12-28 11:26:40,2.542356,513.5438,2,2,1,261.3753,8.329146,436.8623,2.461923,2,1,1,2,1,1,1,19.63954,2.208756,948.3546,1,2,1,1,1,2,0,190.464,1.703008,932.4532,1,2,1,1,2,7.842412,177.0828,272.2699,11.88157,1.712894,1.272192,0.74103,0.3084265,2,1,254.0855,1.025214,193.2197,6.41e-05,1,1,1,Attack,1
2015-12-28 11:28:20,2.432822,515.6242,2,2,1,261.3753,8.921303,447.1418,2.460129,2,1,1,2,1,2,1,19.71957,2.21055,954.9635,1,2,1,1,1,2,0,190.4127,1.7057,939.9513,1,2,1,1,2,7.84081,176.9803,271.9815,11.84312,1.714432,1.264634,0.74103,0.3087468,2,1,254.3258,0.961138,193.2677,6.41e-05,1,1,1,Attack,1
2015-12-28 11:30:00,0,748.3931,1,1,1,263.4581,8.444502,319.2258,0,1,1,1,1,1,1,1,2.003969,0,870.7703,1,1,1,1,1,1,148.808,154.0374,1.719796,869.3156,1,2,1,1,2,7.879582,143.3222,263.7785,12.26609,1.729428,1.27232,0.7333483,0.3084265,2,1,249.6155,1.730048,188.5574,0.000128152,1,1,1,Normal,0
2015-12-28 11:31:40,0,749.4529,1,1,1,263.4581,8.449629,319.8667,0,1,1,1,1,1,1,1,1.994366,0,870.6902,1,1,1,1,1,1,148.808,153.7554,1.714158,837.3238,1,2,1,1,2,7.879582,143.0659,263.7465,12.30454,1.725455,1.291405,0.7353967,0.3068251,2,1,249.1989,1.69801,188.237,0.000128152,1,1,1,Normal,0
2015-12-28 11:33:20,0,749.0604,1,1,1,263.4901,8.449949,320.3538,0,1,1,1,1,1,1,1,2.003969,0,870.7703,1,1,1,1,1,1,148.808,153.4222,1.718387,801.8329,1,2,1,1,2,7.879262,142.7839,263.7465,12.30454,1.728659,1.291405,0.7353967,0.306761,2,1,249.4392,1.665972,188.3331,0.000128152,1,1,1,Normal,0
2015-12-28 11:35:00,0,748.7071,1,1,1,263.4901,8.448027,320.7126,0,1,1,1,1,1,1,1,19.70357,2.217468,836.0436,1,2,1,1,1,2,148.808,153.1402,1.71813,778.3389,1,2,1,1,2,7.87766,142.3481,263.7465,12.26609,1.726737,1.300115,0.7353967,0.3084265,2,1,249.1829,1.730048,188.221,0.000128152,1,1,1,Normal,0
2015-12-28 11:36:40,0,748.6286,1,2,1,265.5409,8.445784,322.507,1.785282,2,1,1,1,1,1,1,19.65875,2.210037,792.1046,1,2,1,1,1,2,148.808,152.9864,1.715439,787.7595,1,2,1,1,2,7.87766,142.3481,263.7785,12.30454,1.725583,1.301524,0.7353967,0.3084905,2,1,248.9426,1.665972,188.1248,0.000128152,1,1,1,Normal,0
2015-12-28 11:38:20,0,699.6412,1,2,1,263.362,8.374006,333.4273,2.458976,2,1,1,2,1,2,1,19.65875,2.212343,791.9444,1,2,1,1,1,2,148.808,153.3709,1.715567,796.142,1,2,1,1,2,7.875417,142.425,263.4581,12.34299,1.725711,1.271679,0.7353967,0.3084905,2,1,249.1028,1.69801,188.0127,0.000128152,1,1,1,Normal,0
2015-12-28 11:40:00,0,652.7734,1,2,1,263.2658,8.373686,332.5814,2.452312,2,1,1,2,1,2,1,19.77079,2.208884,798.9538,1,2,1,1,1,2,148.808,153.7811,1.716592,804.0246,1,2,1,1,2,7.875737,143.1172,263.2018,12.30454,1.724942,1.289356,0.7352687,0.3100278,2,1,249.0387,1.649953,188.0608,0.000128152,1,1,1,Normal,0
2015-12-28 11:41:40,0,605.1598,1,2,1,263.0095,8.374647,331.9405,2.447826,2,1,1,2,1,2,1,19.66195,2.2126,805.2823,1,2,1,1,1,2,148.808,154.1656,1.717489,812.6762,1,2,1,1,2,7.875737,143.2453,263.1377,12.30454,1.729557,1.282439,0.7352687,0.3083624,2,1,249.0708,1.69801,187.9967,0.000128152,1,1,1,Normal,0
2015-12-28 11:43:20,0,557.3499,1,2,1,263.1056,8.374006,331.7611,2.445904,2,1,1,2,1,2,1,19.76439,2.209397,807.9659,1,2,1,1,1,2,148.808,154.2938,1.717874,821.1356,1,2,1,1,2,7.875417,143.5786,262.8813,12.26609,1.73071,1.292686,0.7353967,0.3066329,2,1,249.5193,1.69801,188.4453,0.000128152,1,1,1,Normal,0
2015-12-28 11:45:00,0,509.5008,1,2,1,263.1056,8.373045,331.4535,2.440393,2,1,1,2,1,2,1,19.75159,2.210806,814.3745,1,2,1,1,1,2,148.808,154.4476,1.713389,829.5181,1,2,1,1,2,7.873174,143.758,262.7852,12.30454,1.725327,1.294607,0.7352687,0.3065048,2,1,248.9906,1.665972,188.0768,0.000128152,1,1,1,Normal,0
2015-12-28 11:46:40,2.463568,491.9548,2,2,1,263.1056,8.375288,331.4278,2.439625,2,1,1,2,1,2,1,19.76439,2.209525,820.4627,1,2,1,1,1,2,148.8128,154.627,1.71813,837.4776,1,2,1,1,2,7.871572,143.6298,262.7211,12.30454,1.726609,1.300756,0.7352687,0.3069532,2,1,249.3591,1.826162,188.3171,0.000128152,1,1,1,Normal,0
2015-12-28 11:48:20,2.501041,725.548,2,1,1,261.4394,8.399961,445.9882,0,1,1,1,1,1,1,1,2.404123,0,1011.72,1,1,1,1,1,1,0,188.9003,1.695319,859.7795,1,2,1,1,2,7.842412,175.3909,269.8987,11.65086,1.706998,1.234021,0.74103,0.3106043,2,1,253.2043,0.9771569,192.3225,6.41e-05,1,1,1,Attack,1
2015-12-28 11:50:00,2.585274,773.9859,2,1,1,261.5034,8.403166,445.2704,0,1,1,1,1,1,1,1,2.404123,0,1011.96,1,1,1,1,1,1,0,188.567,1.703008,825.173,1,2,1,1,2,7.843694,175.0064,270.2512,11.65086,1.710843,1.25618,0.74103,0.3086186,2,1,253.9894,0.9771569,192.9313,6.41e-05,1,1,1,Attack,1
2015-12-28 11:51:40,0,813.5919,1,1,1,261.5034,8.401564,444.3732,0,1,1,1,1,1,1,1,9.786158,2.197995,1011.319,1,1,1,2,1,2,0,188.1825,1.701855,792.4507,1,2,1,1,2,7.844976,174.4681,270.1871,11.65086,1.713151,1.254515,0.74103,0.309003,2,1,253.8291,1.025214,193.0114,6.41e-05,1,1,1,Attack,1
2015-12-28 11:53:20,0,812.2573,1,1,1,261.5675,8.402845,443.476,0,1,1,1,1,1,1,1,19.89564,2.218493,968.0211,1,2,1,1,1,2,0,188.0031,1.69737,780.9536,1,2,1,1,2,7.842412,174.0323,270.059,11.65086,1.710972,1.248239,0.7430785,0.3103481,2,1,253.6209,0.9771569,192.739,0.0001281517,1,1,1,Attack,1
2015-12-28 11:55:00,2.659258,499.9624,2,2,1,263.2658,8.367598,330.5819,2.44206,2,1,1,2,1,2,1,19.61073,2.2126,842.4923,1,2,1,1,1,2,148.808,154.909,1.721975,876.1215,1,2,1,1,2,7.871251,144.3476,262.2404,12.26609,1.729172,1.285769,0.7352687,0.3087468,2,1,249.279,1.730048,188.3652,0.000128152,1,1,1,Normal,0
